Flight Name,Expected Takeoff Time,Actual Takeoff Time,Delay Time,Flight Time,Airline,Departure Airport,Arrival Airport
UA481,1693806951,1693812092,5141,4174,United Airlines,ORD,MKE
UA481,1693822404,1693825336,2932,7204,United Airlines,MKE,ORD
UA481,1693840724,1693846569,5845,3654,United Airlines,ORD,MKE
UA481,1693850316,1693857042,6726,9582,United Airlines,MKE,SFO
UA481,1693868664,1693871121,2457,5175,United Airlines,SFO,ORD
UA481,1693879898,1693882399,2501,14557,United Airlines,ORD,MKE
UA481,1693902812,1693909285,6473,7079,United Airlines,MKE,ORD
UA481,1693926722,1693935734,9012,9701,United Airlines,ORD,MKE
UA481,1693949716,1693954602,4886,19158,United Airlines,MKE,LAX
UA481,1693978413,1693982511,4098,11761,United Airlines,LAX,ORD
UA481,1693997353,1694007624,10271,21212,United Airlines,ORD,MKE
UA481,1694033704,1694035532,1828,13990,United Airlines,MKE,SFO
UA481,1694054898,1694063304,8406,18654,United Airlines,SFO,LAX
UA481,1694091777,1694093774,1997,14550,United Airlines,LAX,ORD
UA481,1694117632,1694121835,4203,16968,United Airlines,ORD,MKE
UA481,1694147639,1694152261,4622,6753,United Airlines,MKE,ORD
UA481,1694159304,1694168121,8817,14607,United Airlines,ORD,MKE
UA481,1694184378,1694190545,6167,7808,United Airlines,MKE,LAX
UA481,1694205967,1694212405,6438,3746,United Airlines,LAX,ORD
UA481,1694221501,1694224595,3094,13886,United Airlines,ORD,MKE
UA481,1694246765,1694250463,3698,7237,United Airlines,MKE,LAX
UA481,1694261815,1694265901,4086,9574,United Airlines,LAX,ORD
UA481,1694283948,1694290830,6882,5397,United Airlines,ORD,MKE
UA481,1694304958,1694308815,3857,21322,United Airlines,MKE,SFO
UA481,1694339716,1694346687,6971,7023,United Airlines,SFO,LAX
UA481,1694364070,1694369221,5151,13055,United Airlines,LAX,ORD
UA481,1694393018,1694401306,8288,13545,United Airlines,ORD,MKE
UA481,1694424273,1694430114,5841,17701,United Airlines,MKE,ORD
UA481,1694449092,1694454897,5805,15430,United Airlines,ORD,MKE
UA481,1694481034,1694489384,8350,20787,United Airlines,MKE,SFO
UA481,1694513426,1694515825,2399,5150,United Airlines,SFO,LAX
UA481,1694528969,1694535035,6066,9485,United Airlines,LAX,ORD
UA481,1694549000,1694556582,7582,13613,United Airlines,ORD,MKE
UA481,1694570725,1694580714,9989,12261,United Airlines,MKE,LAX
UA481,1694600114,1694608522,8408,10179,United Airlines,LAX,SFO
UA481,1694628432,1694638140,9708,11543,United Airlines,SFO,ORD
UA481,1694652649,1694656843,4194,16149,United Airlines,ORD,MKE
UA481,1694675921,1694680297,4376,20700,United Airlines,MKE,SFO
UA481,1694705371,1694708646,3275,9905,United Airlines,SFO,ORD
UA481,1694722162,1694729857,7695,6221,United Airlines,ORD,MKE
UA481,1694742794,1694745975,3181,14069,United Airlines,MKE,LAX
UA481,1694765818,1694772432,6614,21379,United Airlines,LAX,SFO
UA481,1694804442,1694809295,4853,20481,United Airlines,SFO,ORD
UA481,1694832754,1694837148,4394,9601,United Airlines,ORD,MKE
UA481,1694851553,1694855799,4246,3664,United Airlines,MKE,ORD
UA481,1694868590,1694878281,9691,19743,United Airlines,ORD,MKE
UA481,1694899646,1694907398,7752,11116,United Airlines,MKE,SFO
UA481,1694922092,1694926978,4886,4597,United Airlines,SFO,ORD
UA481,1694938421,1694948526,10105,21559,United Airlines,ORD,MKE
UA481,1694972427,1694983088,10661,10748,United Airlines,MKE,LAX
UA481,1694999069,1695002752,3683,20114,United Airlines,LAX,ORD
UA481,1695026302,1695036277,9975,10065,United Airlines,ORD,MKE
UA481,1695055397,1695059515,4118,6757,United Airlines,MKE,ORD
UA481,1695076528,1695079771,3243,15846,United Airlines,ORD,MKE
UA481,1695097469,1695101106,3637,11627,United Airlines,MKE,SFO
UA481,1695121778,1695128110,6332,19284,United Airlines,SFO,ORD
UA481,1695151261,1695159383,8122,4592,United Airlines,ORD,MKE
UA481,1695163981,1695169628,5647,19285,United Airlines,MKE,LAX
UA481,1695197614,1695202934,5320,5604,United Airlines,LAX,SFO
UA481,1695212092,1695218501,6409,14739,United Airlines,SFO,ORD
UA481,1695243585,1695253669,10084,16244,United Airlines,ORD,MKE
UA481,1695276683,1695278564,1881,4190,United Airlines,MKE,ORD
UA481,1695285957,1695292031,6074,10079,United Airlines,ORD,MKE
UA481,1695305772,1695308024,2252,20762,United Airlines,MKE,ORD
UA481,1695336200,1695340698,4498,20971,United Airlines,ORD,MKE
UA481,1695372214,1695375327,3113,15444,United Airlines,MKE,SFO
UA481,1695400837,1695407229,6392,13992,United Airlines,SFO,ORD
UA481,1695431632,1695441416,9784,15919,United Airlines,ORD,MKE
UA481,1695458087,1695463967,5880,10962,United Airlines,MKE,SFO
UA481,1695481095,1695484606,3511,13735,United Airlines,SFO,LAX
UA481,1695501298,1695504278,2980,6082,United Airlines,LAX,ORD
UA481,1695510651,1695520580,9929,11051,United Airlines,ORD,MKE
UA481,1695541143,1695546397,5254,9409,United Airlines,MKE,SFO
UA481,1695566351,1695568349,1998,8354,United Airlines,SFO,LAX
UA481,1695578693,1695584847,6154,11563,United Airlines,LAX,SFO
UA481,1695600990,1695605891,4901,18011,United Airlines,SFO,ORD
UA481,1695624995,1695627459,2464,5720,United Airlines,ORD,MKE
UA481,1695642984,1695645222,2238,10929,United Airlines,MKE,SFO
UA481,1695666220,1695671197,4977,14271,United Airlines,SFO,LAX
UA481,1695688210,1695694952,6742,21256,United Airlines,LAX,SFO
UA481,1695718676,1695723816,5140,21198,United Airlines,SFO,ORD
UA481,1695750162,1695757763,7601,10154,United Airlines,ORD,MKE
UA481,1695771633,1695774241,2608,18080,United Airlines,MKE,SFO
UA481,1695799716,1695808508,8792,6591,United Airlines,SFO,ORD
UA481,1695824476,1695834180,9704,10374,United Airlines,ORD,MKE
UA481,1695845962,1695856047,10085,10870,United Airlines,MKE,ORD
UA481,1695876073,1695880702,4629,5994,United Airlines,ORD,MKE
UA481,1695895382,1695898518,3136,17396,United Airlines,MKE,SFO
UA481,1695918249,1695921123,2874,8266,United Airlines,SFO,ORD
UA481,1695937395,1695945663,8268,9904,United Airlines,ORD,MKE
UA481,1695961014,1695964506,3492,3698,United Airlines,MKE,SFO
UA481,1695973808,1695984061,10253,19389,United Airlines,SFO,LAX
UA481,1696005383,1696015126,9743,16672,United Airlines,LAX,SFO
UA481,1696038967,1696043424,4457,16070,United Airlines,SFO,LAX
UA481,1696069900,1696071891,1991,13819,United Airlines,LAX,ORD
UA481,1696093342,1696099923,6581,10634,United Airlines,ORD,MKE
UA481,1696112107,1696116065,3958,7949,United Airlines,MKE,LAX
UA481,1696128612,1696132280,3668,8288,United Airlines,LAX,ORD
UA481,1696141887,1696145086,3199,9799,United Airlines,ORD,MKE
UA481,1696163983,1696174741,10758,19600,United Airlines,MKE,SFO
UA481,1696199525,1696207028,7503,6867,United Airlines,SFO,ORD
UA481,1696216840,1696220296,3456,6616,United Airlines,ORD,MKE
UA481,1696228445,1696232131,3686,13558,United Airlines,MKE,LAX
UA481,1696253302,1696258987,5685,17285,United Airlines,LAX,ORD
UA481,1696283072,1696287854,4782,21216,United Airlines,ORD,MKE
UA481,1696318036,1696327044,9008,12785,United Airlines,MKE,SFO
UA481,1696345523,1696355260,9737,20480,United Airlines,SFO,LAX
UA481,1696378153,1696382202,4049,19702,United Airlines,LAX,ORD
UA481,1696405613,1696407454,1841,4211,United Airlines,ORD,MKE
UA481,1696419553,1696424137,4584,13434,United Airlines,MKE,SFO
UA481,1696443766,1696447480,3714,10521,United Airlines,SFO,LAX
UA481,1696461094,1696469610,8516,21037,United Airlines,LAX,SFO
UA481,1696492293,1696501941,9648,19211,United Airlines,SFO,LAX
UA481,1696524258,1696526142,1884,13755,United Airlines,LAX,SFO
UA481,1696548984,1696556123,7139,12581,United Airlines,SFO,LAX
UA481,1696576732,1696584075,7343,4463,United Airlines,LAX,SFO
UA481,1696598869,1696604668,5799,18388,United Airlines,SFO,LAX
UA481,1696626937,1696637463,10526,5126,United Airlines,LAX,SFO
UA481,1696652019,1696662381,10362,20884,United Airlines,SFO,LAX
UA481,1696687536,1696691705,4169,8941,United Airlines,LAX,ORD
UA481,1696703238,1696706045,2807,21470,United Airlines,ORD,MKE
UA481,1696729425,1696736747,7322,17971,United Airlines,MKE,SFO
UA481,1696759479,1696767826,8347,13132,United Airlines,SFO,ORD
UA481,1696787534,1696791710,4176,7671,United Airlines,ORD,MKE
UA481,1696804912,1696811933,7021,8482,United Airlines,MKE,ORD
UA481,1696830836,1696839699,8863,7184,United Airlines,ORD,MKE
UA481,1696847039,1696855428,8389,13206,United Airlines,MKE,ORD
UA481,1696877224,1696883198,5974,11496,United Airlines,ORD,MKE
UA481,1696896749,1696904748,7999,7311,United Airlines,MKE,LAX
UA481,1696915744,1696922013,6269,19897,United Airlines,LAX,SFO
UA481,1696943618,1696945917,2299,19994,United Airlines,SFO,LAX
UA481,1696975090,1696980931,5841,17445,United Airlines,LAX,ORD
UA481,1697004221,1697011287,7066,13454,United Airlines,ORD,MKE
UA481,1697025407,1697031153,5746,4436,United Airlines,MKE,LAX
UA481,1697040900,1697049597,8697,5460,United Airlines,LAX,SFO
UA481,1697061063,1697070636,9573,7798,United Airlines,SFO,LAX
UA481,1697078730,1697085259,6529,17451,United Airlines,LAX,ORD
UA481,1697108504,1697115323,6819,6472,United Airlines,ORD,MKE
UA481,1697121845,1697129030,7185,4533,United Airlines,MKE,LAX
UA481,1697135824,1697142181,6357,6977,United Airlines,LAX,ORD
UA481,1697150162,1697157475,7313,9540,United Airlines,ORD,MKE
UA481,1697177223,1697182303,5080,7663,United Airlines,MKE,ORD
UA481,1697192823,1697202949,10126,4329,United Airlines,ORD,MKE
UA481,1697217541,1697219618,2077,10519,United Airlines,MKE,ORD
UA481,1697236260,1697246166,9906,8943,United Airlines,ORD,MKE
UA481,1697261278,1697271324,10046,11363,United Airlines,MKE,ORD
UA481,1697291785,1697300723,8938,11862,United Airlines,ORD,MKE
UA481,1697316936,1697320505,3569,14077,United Airlines,MKE,LAX
UA481,1697336648,1697343450,6802,5731,United Airlines,LAX,ORD
UA481,1697358946,1697361282,2336,7137,United Airlines,ORD,MKE
UA481,1697368767,1697376032,7265,16660,United Airlines,MKE,LAX
UA481,1697396570,1697406595,10025,16379,United Airlines,LAX,ORD
UA481,1697425540,1697431054,5514,14815,United Airlines,ORD,MKE
UA481,1697446671,1697452397,5726,14099,United Airlines,MKE,LAX
UA481,1697468777,1697472545,3768,11048,United Airlines,LAX,ORD
UA481,1697487767,1697490642,2875,17860,United Airlines,ORD,MKE
UA481,1697514588,1697524911,10323,17430,United Airlines,MKE,SFO
UA481,1697550086,1697552596,2510,9062,United Airlines,SFO,LAX
UA481,1697564908,1697572898,7990,6754,United Airlines,LAX,ORD
UA481,1697589740,1697592151,2411,8353,United Airlines,ORD,MKE
UA481,1697603667,1697606509,2842,6048,United Airlines,MKE,SFO
UA481,1697614219,1697622120,7901,9687,United Airlines,SFO,LAX
UA481,1697642420,1697645643,3223,13155,United Airlines,LAX,ORD
UA481,1697660226,1697667974,7748,17154,United Airlines,ORD,MKE
UA481,1697689921,1697697019,7098,12179,United Airlines,MKE,SFO
UA481,1697719677,1697723055,3378,17808,United Airlines,SFO,ORD
UA481,1697748359,1697750179,1820,7097,United Airlines,ORD,MKE
UA481,1697767182,1697773868,6686,9881,United Airlines,MKE,LAX
UA481,1697789559,1697794282,4723,18942,United Airlines,LAX,SFO
UA481,1697823363,1697832085,8722,5475,United Airlines,SFO,LAX
UA481,1697847430,1697855592,8162,13407,United Airlines,LAX,SFO
UA481,1697875617,1697882184,6567,18683,United Airlines,SFO,ORD
UA481,1697903688,1697913841,10153,17470,United Airlines,ORD,MKE
UA481,1697934112,1697940478,6366,21491,United Airlines,MKE,ORD
UA481,1697963692,1697969735,6043,14174,United Airlines,ORD,MKE
UA481,1697991640,1698001952,10312,8349,United Airlines,MKE,ORD
UA481,1698015291,1698025375,10084,11139,United Airlines,ORD,MKE
UA481,1698043880,1698046375,2495,14503,United Airlines,MKE,SFO
UA481,1698062143,1698070768,8625,16137,United Airlines,SFO,LAX
UA481,1698087750,1698090755,3005,18152,United Airlines,LAX,SFO
UA481,1698116591,1698122903,6312,21183,United Airlines,SFO,ORD
UA481,1698149176,1698151745,2569,19810,United Airlines,ORD,MKE
UA481,1698173625,1698179157,5532,6102,United Airlines,MKE,ORD
UA481,1698195341,1698198239,2898,9490,United Airlines,ORD,MKE
UA481,1698212023,1698221005,8982,5254,United Airlines,MKE,ORD
UA481,1698233802,1698238960,5158,15353,United Airlines,ORD,MKE
UA481,1698264556,1698270152,5596,20231,United Airlines,MKE,SFO
UA481,1698295886,1698302895,7009,10146,United Airlines,SFO,LAX
UA481,1698321736,1698328258,6522,14843,United Airlines,LAX,ORD
UA481,1698345490,1698355620,10130,9166,United Airlines,ORD,MKE
UA481,1698373395,1698376493,3098,9658,United Airlines,MKE,ORD
UA481,1698391654,1698393865,2211,7238,United Airlines,ORD,MKE
UA481,1698409270,1698414057,4787,13437,United Airlines,MKE,SFO
UA481,1698436065,1698446041,9976,10206,United Airlines,SFO,ORD
UA481,1698457018,1698465171,8153,11235,United Airlines,ORD,MKE
UA481,1698485335,1698496048,10713,10812,United Airlines,MKE,LAX
UA109,1682959659,1682966597,6938,4445,United Airlines,LAX,ORD
UA109,1682976006,1682982530,6524,4091,United Airlines,ORD,MKE
UA109,1682986863,1682995801,8938,14451,United Airlines,MKE,ORD
UA109,1683015176,1683025149,9973,12448,United Airlines,ORD,MKE
UA109,1683043433,1683052098,8665,15008,United Airlines,MKE,SFO
UA109,1683072451,1683077679,5228,10179,United Airlines,SFO,LAX
UA109,1683093881,1683102927,9046,13503,United Airlines,LAX,ORD
UA109,1683121371,1683131910,10539,9202,United Airlines,ORD,MKE
UA109,1683144569,1683149140,4571,10431,United Airlines,MKE,SFO
UA109,1683164836,1683170409,5573,9509,United Airlines,SFO,LAX
UA109,1683188463,1683190658,2195,5035,United Airlines,LAX,ORD
UA109,1683199613,1683206799,7186,9383,United Airlines,ORD,MKE
UA109,1683220864,1683225999,5135,6074,United Airlines,MKE,ORD
UA109,1683242812,1683244875,2063,16496,United Airlines,ORD,MKE
UA109,1683263425,1683266701,3276,13058,United Airlines,MKE,LAX
UA109,1683285339,1683292261,6922,5466,United Airlines,LAX,ORD
UA109,1683303398,1683314051,10653,19236,United Airlines,ORD,MKE
UA109,1683341359,1683345746,4387,18070,United Airlines,MKE,SFO
UA109,1683371093,1683377618,6525,10420,United Airlines,SFO,ORD
UA109,1683393265,1683402365,9100,5376,United Airlines,ORD,MKE
UA109,1683409322,1683412709,3387,7709,United Airlines,MKE,LAX
UA109,1683430286,1683435712,5426,21248,United Airlines,LAX,SFO
UA109,1683466593,1683473659,7066,21141,United Airlines,SFO,LAX
UA109,1683498166,1683507506,9340,18002,United Airlines,LAX,SFO
UA109,1683529630,1683537137,7507,3825,United Airlines,SFO,LAX
UA109,1683551051,1683559900,8849,5502,United Airlines,LAX,SFO
UA109,1683571288,1683577725,6437,18727,United Airlines,SFO,LAX
UA109,1683597340,1683600793,3453,21514,United Airlines,LAX,SFO
UA109,1683622475,1683626475,4000,9894,United Airlines,SFO,ORD
UA109,1683636747,1683639887,3140,4040,United Airlines,ORD,MKE
UA109,1683654161,1683662328,8167,10038,United Airlines,MKE,LAX
UA109,1683680250,1683685448,5198,19727,United Airlines,LAX,ORD
UA109,1683707142,1683711380,4238,12332,United Airlines,ORD,MKE
UA109,1683730141,1683736277,6136,7230,United Airlines,MKE,SFO
UA109,1683746691,1683754642,7951,10487,United Airlines,SFO,LAX
UA109,1683770841,1683776663,5822,17160,United Airlines,LAX,ORD
UA109,1683803318,1683807133,3815,5574,United Airlines,ORD,MKE
UA109,1683819226,1683826520,7294,11754,United Airlines,MKE,LAX
UA109,1683844876,1683847637,2761,10897,United Airlines,LAX,SFO
UA109,1683866491,1683870432,3941,13615,United Airlines,SFO,LAX
UA109,1683885612,1683892761,7149,17482,United Airlines,LAX,SFO
UA109,1683916126,1683926848,10722,13006,United Airlines,SFO,ORD
UA109,1683940995,1683950593,9598,15408,United Airlines,ORD,MKE
UA109,1683971526,1683973818,2292,5490,United Airlines,MKE,SFO
UA109,1683983448,1683987175,3727,20374,United Airlines,SFO,LAX
UA109,1684008002,1684017678,9676,8764,United Airlines,LAX,SFO
UA109,1684035884,1684042275,6391,18212,United Airlines,SFO,ORD
UA109,1684069148,1684073808,4660,21096,United Airlines,ORD,MKE
UA109,1684098168,1684103542,5374,4092,United Airlines,MKE,SFO
UA109,1684108154,1684117806,9652,13765,United Airlines,SFO,LAX
UA109,1684135778,1684139385,3607,11505,United Airlines,LAX,SFO
UA109,1684160095,1684166340,6245,20166,United Airlines,SFO,ORD
UA109,1684187190,1684191812,4622,13856,United Airlines,ORD,MKE
UA109,1684215150,1684218414,3264,15035,United Airlines,MKE,SFO
UA109,1684233847,1684242440,8593,11935,United Airlines,SFO,LAX
UA109,1684264102,1684274081,9979,5535,United Airlines,LAX,ORD
UA109,1684280071,1684286022,5951,6328,United Airlines,ORD,MKE
UA109,1684299005,1684305267,6262,5338,United Airlines,MKE,SFO
UA109,1684310711,1684320222,9511,16807,United Airlines,SFO,LAX
UA109,1684337224,1684344044,6820,10311,United Airlines,LAX,SFO
UA109,1684356037,1684361125,5088,14772,United Airlines,SFO,LAX
UA109,1684383698,1684391010,7312,15571,United Airlines,LAX,ORD
UA109,1684410277,1684419031,8754,17124,United Airlines,ORD,MKE
UA109,1684439458,1684445917,6459,5811,United Airlines,MKE,SFO
UA109,1684461758,1684464089,2331,4692,United Airlines,SFO,LAX
UA109,1684470353,1684474170,3817,20769,United Airlines,LAX,ORD
UA109,1684503971,1684508027,4056,20227,United Airlines,ORD,MKE
UA109,1684532431,1684536456,4025,20676,United Airlines,MKE,SFO
UA109,1684560452,1684566165,5713,19661,United Airlines,SFO,LAX
UA109,1684589334,1684591684,2350,18678,United Airlines,LAX,ORD
UA109,1684616302,1684618976,2674,10741,United Airlines,ORD,MKE
UA109,1684634270,1684638775,4505,17790,United Airlines,MKE,LAX
UA109,1684658451,1684662712,4261,19738,United Airlines,LAX,SFO
UA109,1684684912,1684689444,4532,5013,United Airlines,SFO,ORD
UA109,1684700762,1684704620,3858,12998,United Airlines,ORD,MKE
UA109,1684723634,1684728053,4419,21057,United Airlines,MKE,ORD
UA109,1684749665,1684757202,7537,17177,United Airlines,ORD,MKE
UA109,1684775133,1684782729,7596,12615,United Airlines,MKE,SFO
UA109,1684798003,1684808131,10128,19748,United Airlines,SFO,ORD
UA109,1684830333,1684833938,3605,13317,United Airlines,ORD,MKE
UA109,1684856037,1684857925,1888,19030,United Airlines,MKE,SFO
UA109,1684883676,1684888238,4562,4434,United Airlines,SFO,LAX
UA109,1684900519,1684911060,10541,6397,United Airlines,LAX,ORD
UA109,1684924140,1684934245,10105,10203,United Airlines,ORD,MKE
UA109,1684951789,1684958898,7109,4284,United Airlines,MKE,LAX
UA109,1684969180,1684977811,8631,6237,United Airlines,LAX,SFO
UA109,1684987011,1684994430,7419,3886,United Airlines,SFO,ORD
UA109,1685000058,1685002609,2551,18777,United Airlines,ORD,MKE
UA109,1685024611,1685032125,7514,17837,United Airlines,MKE,LAX
UA109,1685058261,1685067334,9073,13720,United Airlines,LAX,SFO
UA109,1685086943,1685088909,1966,20808,United Airlines,SFO,ORD
UA109,1685116404,1685119026,2622,18738,United Airlines,ORD,MKE
UA109,1685141875,1685145229,3354,4022,United Airlines,MKE,LAX
UA109,1685157237,1685163554,6317,10310,United Airlines,LAX,ORD
UA109,1685183713,1685186236,2523,11012,United Airlines,ORD,MKE
UA109,1685201274,1685211878,10604,6363,United Airlines,MKE,ORD
UA109,1685226360,1685228308,1948,11893,United Airlines,ORD,MKE
UA109,1685248784,1685258798,10014,20244,United Airlines,MKE,SFO
UA109,1685289529,1685291649,2120,7531,United Airlines,SFO,ORD
UA109,1685308992,1685311950,2958,6715,United Airlines,ORD,MKE
UA109,1685327354,1685334021,6667,15652,United Airlines,MKE,LAX
UA109,1685357349,1685365919,8570,4558,United Airlines,LAX,ORD
UA109,1685373936,1685380156,6220,15301,United Airlines,ORD,MKE
UA109,1685401396,1685409113,7717,17790,United Airlines,MKE,ORD
UA109,1685435723,1685443351,7628,19898,United Airlines,ORD,MKE
UA109,1685472103,1685477179,5076,14750,United Airlines,MKE,LAX
UA109,1685499555,1685510019,10464,19551,United Airlines,LAX,ORD
UA109,1685539164,1685546416,7252,11183,United Airlines,ORD,MKE
UA109,1685562823,1685567886,5063,21378,United Airlines,MKE,ORD
UA109,1685591865,1685596742,4877,17400,United Airlines,ORD,MKE
UA109,1685615395,1685622739,7344,7983,United Airlines,MKE,LAX
UA109,1685640554,1685643185,2631,13677,United Airlines,LAX,SFO
UA109,1685661870,1685665416,3546,4041,United Airlines,SFO,LAX
UA109,1685671895,1685682109,10214,4603,United Airlines,LAX,SFO
UA109,1685693107,1685695497,2390,13691,United Airlines,SFO,LAX
UA109,1685717295,1685727946,10651,7610,United Airlines,LAX,SFO
UA109,1685736919,1685741253,4334,7049,United Airlines,SFO,LAX
UA109,1685750117,1685753312,3195,15109,United Airlines,LAX,SFO
UA109,1685778876,1685788438,9562,7098,United Airlines,SFO,ORD
UA109,1685798024,1685804164,6140,16370,United Airlines,ORD,MKE
UA109,1685821217,1685825096,3879,7095,United Airlines,MKE,SFO
UA109,1685841953,1685850930,8977,18923,United Airlines,SFO,ORD
UA109,1685874816,1685877726,2910,6317,United Airlines,ORD,MKE
UA109,1685888395,1685895288,6893,12989,United Airlines,MKE,LAX
UA109,1685913266,1685921326,8060,16494,United Airlines,LAX,SFO
UA109,1685940405,1685946808,6403,9827,United Airlines,SFO,LAX
UA109,1685958190,1685961079,2889,21463,United Airlines,LAX,SFO
UA109,1685987461,1685993457,5996,21414,United Airlines,SFO,LAX
UA109,1686015576,1686023934,8358,9001,United Airlines,LAX,ORD
UA109,1686039709,1686047561,7852,12941,United Airlines,ORD,MKE
UA109,1686062087,1686072487,10400,14431,United Airlines,MKE,ORD
UA109,1686097627,1686099987,2360,12409,United Airlines,ORD,MKE
UA109,1686116544,1686125291,8747,21063,United Airlines,MKE,SFO
UA109,1686154644,1686161606,6962,4606,United Airlines,SFO,LAX
UA109,1686171509,1686175560,4051,13776,United Airlines,LAX,SFO
UA109,1686194649,1686200927,6278,17119,United Airlines,SFO,LAX
UA109,1686224853,1686233683,8830,16264,United Airlines,LAX,ORD
UA109,1686255018,1686263935,8917,12188,United Airlines,ORD,MKE
UA109,1686278815,1686289020,10205,17521,United Airlines,MKE,LAX
UA109,1686311152,1686318827,7675,3675,United Airlines,LAX,ORD
UA109,1686323356,1686327216,3860,4573,United Airlines,ORD,MKE
UA109,1686339013,1686347381,8368,11175,United Airlines,MKE,SFO
UA109,1686367266,1686369285,2019,6021,United Airlines,SFO,LAX
UA109,1686380736,1686383945,3209,4152,United Airlines,LAX,SFO
UA109,1686392119,1686396524,4405,16584,United Airlines,SFO,LAX
UA109,1686420759,1686423555,2796,12847,United Airlines,LAX,SFO
UA109,1686441095,1686450345,9250,12444,United Airlines,SFO,ORD
UA109,1686473251,1686480583,7332,15586,United Airlines,ORD,MKE
UA109,1686497933,1686500895,2962,20295,United Airlines,MKE,LAX
UA109,1686529595,1686531677,2082,14305,United Airlines,LAX,SFO
UA109,1686548006,1686555219,7213,9439,United Airlines,SFO,ORD
UA109,1686571375,1686580279,8904,8576,United Airlines,ORD,MKE
UA109,1686590423,1686599628,9205,12101,United Airlines,MKE,SFO
UA109,1686615087,1686619315,4228,16623,United Airlines,SFO,ORD
UA109,1686642143,1686647695,5552,18060,United Airlines,ORD,MKE
UA109,1686671112,1686674608,3496,13377,United Airlines,MKE,SFO
UA109,1686690137,1686697659,7522,17050,United Airlines,SFO,ORD
UA109,1686725124,1686734235,9111,14307,United Airlines,ORD,MKE
UA109,1686749544,1686753010,3466,3939,United Airlines,MKE,LAX
UA109,1686767003,1686774771,7768,6240,United Airlines,LAX,ORD
UA109,1686784004,1686794408,10404,7884,United Airlines,ORD,MKE
UA109,1686804028,1686807598,3570,4328,United Airlines,MKE,ORD
UA109,1686815112,1686821889,6777,8281,United Airlines,ORD,MKE
UA109,1686831935,1686840543,8608,17283,United Airlines,MKE,LAX
UA109,1686861733,1686869774,8041,12972,United Airlines,LAX,SFO
UA109,1686886568,1686891953,5385,10211,United Airlines,SFO,LAX
UA109,1686910218,1686915907,5689,15428,United Airlines,LAX,SFO
UA109,1686937242,1686946897,9655,5340,United Airlines,SFO,ORD
UA109,1686960000,1686970027,10027,18912,United Airlines,ORD,MKE
UA109,1686991963,1687000768,8805,17213,United Airlines,MKE,ORD
UA109,1687021978,1687025249,3271,16003,United Airlines,ORD,MKE
UA109,1687042315,1687050836,8521,12537,United Airlines,MKE,SFO
UA109,1687066373,1687069011,2638,21159,United Airlines,SFO,LAX
UA109,1687091922,1687101844,9922,7993,United Airlines,LAX,ORD
UA109,1687117106,1687125651,8545,10844,United Airlines,ORD,MKE
UA109,1687140015,1687150563,10548,19746,United Airlines,MKE,SFO
UA109,1687175315,1687183814,8499,17114,United Airlines,SFO,ORD
UA109,1687209865,1687218231,8366,19749,United Airlines,ORD,MKE
UA109,1687245465,1687248666,3201,9644,United Airlines,MKE,LAX
UA109,1687259841,1687263163,3322,10216,United Airlines,LAX,ORD
UA109,1687282922,1687293350,10428,11748,United Airlines,ORD,MKE
UA109,1687306758,1687315877,9119,12484,United Airlines,MKE,ORD
UA109,1687329829,1687339335,9506,9134,United Airlines,ORD,MKE
UA109,1687356031,1687364640,8609,19423,United Airlines,MKE,SFO
UA109,1687389328,1687395631,6303,14513,United Airlines,SFO,LAX
UA109,1687416528,1687423957,7429,7132,United Airlines,LAX,SFO
UA109,1687434018,1687443666,9648,3660,United Airlines,SFO,LAX
UA109,1687453336,1687455667,2331,10999,United Airlines,LAX,ORD
UA109,1687472531,1687478240,5709,14279,United Airlines,ORD,MKE
UA109,1687492774,1687496068,3294,13806,United Airlines,MKE,SFO
UA109,1687511963,1687514386,2423,16529,United Airlines,SFO,ORD
UA109,1687541203,1687544600,3397,19440,United Airlines,ORD,MKE
UA109,1687573451,1687578965,5514,16914,United Airlines,MKE,ORD
UA109,1687604271,1687608801,4530,4201,United Airlines,ORD,MKE
UA109,1687622642,1687630482,7840,6995,United Airlines,MKE,LAX
UA109,1687643014,1687646748,3734,19963,United Airlines,LAX,ORD
UA109,1687671997,1687675875,3878,11314,United Airlines,ORD,MKE
UA109,1687697545,1687702745,5200,4273,United Airlines,MKE,SFO
UA109,1687716739,1687726586,9847,14359,United Airlines,SFO,LAX
UA109,1687751676,1687754734,3058,16250,United Airlines,LAX,ORD
UA109,1687780563,1687786359,5796,14855,United Airlines,ORD,MKE
UA109,1687810804,1687817751,6947,5938,United Airlines,MKE,SFO
UA109,1687826877,1687836395,9518,20256,United Airlines,SFO,LAX
UA109,1687864436,1687868572,4136,21316,United Airlines,LAX,ORD
UA109,1687895158,1687905120,9962,3886,United Airlines,ORD,MKE
UA109,1687919763,1687922539,2776,19325,United Airlines,MKE,ORD
UA109,1687947329,1687950336,3007,6559,United Airlines,ORD,MKE
UA109,1687961761,1687968720,6959,15449,United Airlines,MKE,SFO
UA109,1687987500,1687993452,5952,12473,United Airlines,SFO,LAX
UA109,1688009878,1688014424,4546,11370,United Airlines,LAX,ORD
UA109,1688035802,1688041271,5469,7856,United Airlines,ORD,MKE
UA109,1688053295,1688059029,5734,13415,United Airlines,MKE,ORD
UA109,1688080478,1688083964,3486,15903,United Airlines,ORD,MKE
UA109,1688108381,1688111126,2745,19766,United Airlines,MKE,LAX
